ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability
net.sf.hibernate.collection.IdentifierBag.size,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.mapping.PersistentClass.setClassPersisterClass,0,0,0,0,0,0,0,0,0,2.566666666666667
org.hibernate.test.Struct.getInteger,0,0,0,0,0,0,0,0,0,2.504672633968355
org.hibernate.test.ParentChildTest.testReplicate,0,0,0,0,0,0,0,0,0,1.7469999999999999
net.sf.hibernate.collection.ArrayHolder.initializeFromCache,0,0,0,0,0,0,0,0,0,0.9292313125696712
net.sf.hibernate.type.DateType.stringToObject,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.type.TypeFactory.sortedSet,0,0,0,0,0,0,0,0,0,1.095
net.sf.hibernate.exception.NestableDelegate.NestableDelegate,0,0,0,0,0,0,0,0,0,0.2199829699764482
net.sf.hibernate.type.ComponentType.ComponentType,0,0,0,0,0,0,0,0,0,1.5701207411955969
net.sf.hibernate.type.OneToOneType.resolveIdentifier,0,0,0,0,0,0,0,0,0,1.656666666666667
net.sf.hibernate.collection.Set.properSupersetOf,0,0,0,0,0,0,0,0,0,2.725
net.sf.hibernate.type.NullableType.deepCopy,0,0,0,0,0,0,0,0,0,1.62
net.sf.hibernate.type.CompositeCustomType.setPropertyValues,0,0,0,0,0,0,0,0,0,1.4025332492068712
net.sf.hibernate.hql.QueryTranslator.bindNamedParameters,0,0,0,0,0,0,0,0,0,1.0257265932064998
net.sf.hibernate.expression.NotNullOrZeroPropertySelector.addComponentTypedValues,0,0,0,0,0,0,0,0,0,1.8677739772336581
org.hibernate.test.CompositeElement.compareTo,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.type.ComponentType.instantiate,0,0,0,0,0,0,0,0,0,2.324696462055884
net.sf.hibernate.impl.CollectionKey.getQueries,0,0,0,0,0,0,0,0,0,0.5780000000000001
net.sf.hibernate.type.TimeZoneType.toString,0,0,0,0,0,0,0,0,0,1.62
org.hibernate.test.Struct.setBoolean,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.mapping.Collection.getBatchSize,0,0,0,0,0,0,0,0,0,2.3661112579496257
net.sf.hibernate.impl.CriterionEntry.getCriteriaClass,0,0,0,0,0,0,0,0,0,2.86
net.sf.hibernate.collection.Set.contains,0,0,0,0,0,0,0,0,0,1.266902871008209
org.hibernate.test.Parent.getX,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.hql.SelectParser.Non_in_method,0,0,0,0,0,0,0,0,0,2.0297222222222224
net.sf.hibernate.JDBCException.getSQLException,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.mapping.Collection.getComparator,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.collection.Map.isEmpty,0,0,0,0,0,0,0,0,0,3.833535855554408
net.sf.hibernate.collection.SetProxy.SetProxy,0,0,0,0,0,0,0,0,0,3.41
net.sf.hibernate.impl.SessionFactoryImpl.isQueryCacheEnabled,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.tool.hbm2ddl.SchemaExportTask.addFileset,0,0,0,0,0,0,0,0,0,2.7620242531608348
net.sf.hibernate.collection.IteratorProxy.hasNext,0,0,0,0,0,0,0,0,0,0.0
org.hibernate.test.FooBarTest.testVerifyParameter,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.cache.ReadOnlyCache.setMinimalPuts,0,0,0,0,0,0,0,0,0,1.0
net.sf.hibernate.collection.Set.entryExists,0,0,0,0,0,0,0,0,0,2.445
net.sf.hibernate.sql.Insert.addColumn,0,0,0,0,0,0,0,0,0,2.6270606362630624
net.sf.hibernate.impl.WrapVisitor.processValues,0,0,0,0,0,0,0,0,0,1.0030527645899627
net.sf.hibernate.mapping.Table.Table,0,0,0,0,0,0,0,0,0,3.6100000000000003
net.sf.hibernate.property.BasicGetter.getMethod,0,0,0,0,0,0,0,0,0,2.017962301930443
net.sf.hibernate.jca.JCASessionImpl.contains,0,0,0,0,0,0,0,0,0,3.66
net.sf.hibernate.cfg.Settings.setQueryCacheEnabled,0,0,0,0,0,0,0,0,0,0.7729779081840736
net.sf.hibernate.type.TypeFactory.disassemble,0,0,0,0,0,0,0,0,0,1.302
net.sf.hibernate.collection.ArrayHolder.elements,0,0,0,0,0,0,0,0,0,2.6138372958386493
org.hibernate.test.Master.getDetails,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.impl.ScrollableResultsImpl.getDouble,0,0,0,1,0,0,0,0,0,0.0
org.hibernate.test.Qux.setFums,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.ObjectNotFoundException.ObjectNotFoundException,0,0,0,0,0,0,0,0,0,1.26
net.sf.hibernate.impl.ResultSetWrapper.isBeforeFirst,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.impl.LoadingCollectionEntry.getCollection,0,0,0,0,0,0,0,0,0,2.784602758658566
net.sf.hibernate.id.TableGenerator.generatorKey,0,0,0,0,0,0,0,0,0,3.086058837092241
net.sf.hibernate.impl.ScrollableResultsImpl.beforeFirst,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.sql.ForUpdateFragment.addTableAlias,0,0,0,0,0,0,0,0,0,1.43
net.sf.hibernate.Hibernate.initialize,0,0,0,0,0,0,0,0,0,2.07
org.hibernate.test.MoreStuff.setName,0,0,0,0,0,0,0,0,0,3.5
net.sf.hibernate.persister.NormalizedEntityPersister.getSQLUpdateStrings,0,0,0,0,0,0,0,0,0,1.7727560088160101
org.hibernate.test.FooBarTest.testOrphanDelete,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.collection.List.iterator,0,0,0,0,0,0,0,0,0,3.3734156151424157
net.sf.hibernate.cache.StandardQueryCache.clear,0,0,0,0,0,0,0,0,0,3.3449999999999998
net.sf.hibernate.impl.SessionFactoryImpl.getAllCollectionMetadata,0,0,0,0,0,0,0,0,0,1.247756872720574
net.sf.hibernate.impl.AbstractQueryImpl.initParameterBookKeeping,0,0,0,0,0,0,0,0,0,1.9873339296199057
org.hibernate.auction.AuctionItem.getBids,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.jca.JCASessionImpl.getSession,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.mapping.IdentifierCollection.getIdentifier,0,0,0,0,0,0,0,0,0,2.52
org.hibernate.test.ContainerInnerClass.setMany,0,0,0,0,0,0,0,0,0,2.37
net.sf.hibernate.impl.CriterionEntry.setResultTransformer,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.collection.List.lastIndexOf,0,0,0,0,0,0,0,0,0,2.286029458517418
net.sf.hibernate.mapping.Column.getLength,0,0,0,0,0,0,0,0,0,3.8615897761088798
net.sf.hibernate.type.ComponentType.setPropertyValues,0,0,0,0,0,0,0,0,0,1.086774746287512
org.hibernate.test.CustomPersister.getPropertyNullability,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.sql.SimpleSelect.toStatementString,0,0,0,0,0,0,0,0,0,1.142113425723268
org.hibernate.test.Qux.setHolder,0,0,0,0,0,0,0,0,0,3.74
net.sf.hibernate.impl.CollectionKey.prepareCollectionForUpdate,0,0,0,0,0,0,0,0,0,1.6691475992440687
net.sf.hibernate.persister.AbstractPropertyMapping.toColumns,0,0,0,0,0,0,0,0,0,2.5470035477438184
net.sf.hibernate.jca.ManagedConnectionFactoryImpl.setDialect,0,0,0,0,0,0,0,0,0,2.67
net.sf.hibernate.hql.PathExpressionParser.prepareForIndex,0,0,0,0,0,0,0,0,0,1.0684640602755724
net.sf.hibernate.jca.JCASessionImpl.setFlushMode,0,0,0,0,0,0,0,0,0,3.09
net.sf.hibernate.engine.TypedValue.setType,0,0,0,0,0,0,0,0,0,3.3
net.sf.hibernate.type.ObjectType.hydrate,0,0,0,0,0,0,0,0,0,1.5249268422661453
net.sf.hibernate.hql.QueryTranslator.getPersister,0,0,0,0,0,0,0,0,0,1.5754636532419604
net.sf.hibernate.sql.Insert.addColumns,0,0,0,0,0,0,0,0,0,1.12
net.sf.hibernate.odmg.Database.getSessionFactory,0,0,0,0,0,0,0,0,0,3.145433999040862
org.hibernate.auction.User.setAuctions,0,0,0,0,0,0,0,0,0,2.215
net.sf.hibernate.loader.Loader.advance,0,0,0,0,0,0,0,0,0,1.653
net.sf.hibernate.engine.Key.getIdentifier,0,0,0,0,0,0,0,0,0,2.200131647140482
net.sf.hibernate.type.CalendarDateType.toString,0,0,0,0,0,0,0,0,0,1.62
net.sf.hibernate.dialect.SAPDBDialect.getAddPrimaryKeyConstraintString,0,0,0,0,0,0,0,0,0,3.215
org.hibernate.test.ParentChildTest.testCollectionQuery,0,0,0,0,0,0,0,0,0,1.1982067094699322
net.sf.hibernate.engine.Versioning.getVersion,0,0,0,0,0,0,0,0,0,0.7
org.hibernate.test.Glarch.getImmutable,0,0,0,0,0,0,0,0,0,1.0774609909458088
net.sf.hibernate.tool.hbm2ddl.SchemaExport.setOutputFile,0,0,0,0,0,0,0,0,0,3.374484215068042
net.sf.hibernate.mapping.Column.setUnique,0,0,0,0,0,0,0,0,0,1.89
net.sf.hibernate.mapping.Property.isUpdateable,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.type.CustomType.isMutable,0,0,0,0,0,0,0,0,0,2.317860984376434
org.hibernate.test.Circular.setClazz,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.NonUniqueObjectException.NonUniqueObjectException,0,0,0,0,0,0,0,0,0,1.75
net.sf.hibernate.collection.Set.removeAll,0,0,0,0,0,0,0,0,0,1.1769119946606754
org.hibernate.test.A.getId,0,0,0,0,0,0,0,0,0,2.3472658271099935
net.sf.hibernate.collection.List.hashCode,0,0,0,0,0,0,0,0,0,2.773048437563612
net.sf.hibernate.impl.Status.Status,0,0,0,0,0,0,0,0,0,3.5
org.hibernate.test.Component.setSubComponent,0,0,0,0,0,0,0,0,0,2.918824370044033
org.hibernate.test.C1.setC2s,0,0,0,0,0,0,0,0,0,0.0
org.hibernate.test.QueryByExampleTest.deleteData,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.hql.FromParser.token,0,0,0,0,0,0,0,0,0,1.3359607637033721
org.hibernate.test.S.setCount,0,0,0,0,0,0,0,0,0,3.0
net.sf.hibernate.exception.NestableRuntimeException.getMessage,0,0,0,0,0,0,0,0,0,2.555614726223235
net.sf.hibernate.collection.PersistentCollection.needsRecreate,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.util.BytesHelper.toShort,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.lob.ClobImpl.setCharacterStream,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.expression.BetweenExpression.BetweenExpression,0,0,0,0,0,0,0,0,0,2.1233333333333335
net.sf.hibernate.impl.CollectionKey.doSave,0,0,0,0,0,0,0,0,0,2.0941194308993056
net.sf.hibernate.type.CharacterType.stringToObject,0,0,0,0,0,0,0,0,0,0.0
org.hibernate.test.Po.setValue,0,0,0,0,0,0,0,0,0,1.62
net.sf.hibernate.impl.LoadingCollectionEntry.evict,0,0,0,0,0,0,0,0,0,1.6914139341994687
net.sf.hibernate.type.ByteType.get,0,0,0,0,0,0,0,0,0,1.75
net.sf.hibernate.lob.BlobImpl.setBinaryStream,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.persister.AbstractEntityPersister.internalInitSubclassPropertyAliasesMap,0,0,0,0,0,0,0,0,0,1.7548855685323101
org.hibernate.test.Bar.setBarComponent,0,0,0,0,0,0,0,0,0,3.855
org.hibernate.test.Baz.getStringGlarchMap,0,0,0,0,0,0,0,0,0,2.0937757764276754
net.sf.hibernate.jmx.HibernateService.setDatasource,0,0,0,0,0,0,0,0,0,0.0
net.sf.hibernate.persister.NormalizedEntityPersister.outerjoin,0,0,0,0,0,0,0,0,0,1.7268640172311711
net.sf.hibernate.loader.Loader.getSuffixedPropertyAliases,0,0,0,0,0,0,0,0,0,1.608
net.sf.hibernate.type.BlobType.get,0,0,0,0,0,0,0,0,0,1.75
net.sf.hibernate.persister.AbstractEntityPersister.hasWhere,0,0,0,0,0,0,0,0,0,1.2120289067529406
org.hibernate.test.MasterDetailTest.testExample,0,0,0,0,0,0,0,0,0,0.7965996796929302
net.sf.hibernate.impl.BatcherImpl.getFactory,0,0,0,0,0,0,0,0,0,3.248324713018624
org.hibernate.test.Baz.getCached,0,0,0,0,0,0,0,0,0,0.0
org.hibernate.test.Single.setString,0,0,0,0,0,0,0,0,0,4.76
net.sf.hibernate.cache.TreeCache.unlock,0,0,0,0,0,0,0,0,0,3.758494454300304
net.sf.hibernate.sql.Update.setTableName,0,0,0,0,0,0,0,0,0,4.2
org.hibernate.test.CustomPersister.getIdentifier,0,0,0,0,0,0,0,0,0,3.66
net.sf.hibernate.type.ArrayType.instantiate,0,0,0,0,0,0,0,0,0,1.29
net.sf.hibernate.collection.AbstractCollectionPersister.writeElement,0,0,0,0,0,0,0,0,0,1.4622942917140374
org.hibernate.test.Contained.getLazyBag,0,0,0,0,0,0,0,0,0,2.9488477976406897
net.sf.hibernate.impl.CollectionKey.updateUnreachableCollection,0,0,0,0,0,0,0,0,0,2.4156270959524555
