ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability,Lines
net.sourceforge.ganttproject.HiddenTask.compareTo,0,0,0,0,0,0,0,0,0,0.0,6
net.sourceforge.ganttproject.resource.HumanResource.addDaysOff,0,0,0,0,0,0,0,0,0,1.1405003837662082,2
net.sourceforge.ganttproject.resource.HumanResourceManager.getValueAsString,0,0,0,0,0,0,0,0,0,2.2348598084109215,10
org.jdesktop.swingx.plaf.basic.BasicErrorPaneUI.uninstallListeners,0,0,0,0,0,0,0,0,0,2.565859003312875,1
org.jdesktop.swingx.ToggleAction.setContentPane,0,0,0,0,0,0,0,0,0,3.425,10
org.jdesktop.swingx.calendar.AbstractDateSelectionModel.fireValueChanged,0,0,0,0,0,0,0,0,0,0.9983333333333334,6
net.sourceforge.ganttproject.OldMouseMotionListenerImpl.mouseMoved,0,0,0,0,0,0,0,0,0,2.831936363292123,13
org.jdesktop.swingx.decorator.BorderHighlighter.doHighlight,0,0,0,0,0,0,0,0,0,3.41,2
org.jdesktop.swingx.painter.BusyPainter.setTrajectory,0,0,0,0,0,0,0,0,0,2.91,4
net.sourceforge.ganttproject.GPToolBar.populate,0,0,0,0,0,0,0,0,0,2.5917575898247356,18
net.sourceforge.ganttproject.gui.options.OptionsPageBuilder.focusGained,0,0,0,0,0,0,0,0,0,0.0,1
org.jdesktop.swingx.table.VisibilityListener.removeColumnModelListener,0,0,0,0,0,0,0,0,0,0.0,4
org.jdesktop.swingx.JXGraph.setTextPainted,0,0,0,0,0,0,0,0,0,3.7175000000000002,2
org.jdesktop.swingx.PatternModel.removePropertyChangeListener,0,0,0,0,0,0,0,0,0,2.723945508741527,3
net.sourceforge.ganttproject.gui.options.SettingsDialog.actionPerformed,0,0,0,0,0,0,0,0,0,1.3689255305168437,5
net.sourceforge.ganttproject.datafilter.task.FilteredTasksBase.getName,0,0,0,0,0,0,0,0,0,2.4050000000000002,1
org.jdesktop.swingx.ListAdapter.stateChanged,0,0,0,0,0,0,0,0,0,0.0,1
org.jdesktop.swingx.calendar.DateUtils.previousDay,0,0,0,0,0,0,0,0,0,3.9,1
org.jdesktop.swingx.plaf.basic.BasicDatePickerUI.uninstallEditorListeners,0,0,0,0,0,0,0,0,0,2.424703672478345,7
org.jdesktop.swingx.plaf.basic.BasicMonthViewUI.getDayGridPositionAtLocation,0,0,0,0,0,0,0,0,0,2.3955198057520932,9
org.jdesktop.swingx.TableAdapter.getRowCount,0,0,0,0,0,0,0,0,0,3.6362321511928717,1
org.jdesktop.swingx.Actions.getColumnExt,0,0,0,0,0,0,0,0,0,3.622045827543327,9
net.sourceforge.ganttproject.GanttXMLOptionsParser.setResourceColor,0,0,0,0,0,0,0,0,0,4.08,1
org.jdesktop.swingx.image.FastBlurFilter.getRadius,0,0,0,0,0,0,0,0,0,3.0810086558769743,1
org.jdesktop.swingx.TreeSearchable.getSelectionRows,0,0,0,0,0,0,0,0,0,0.0,1
net.sourceforge.ganttproject.gui.options.ProjectSettingsPanel.getProjectOrganization,0,0,0,0,0,0,0,0,0,1.078525681646087,1
net.sourceforge.ganttproject.task.MutatorImpl.getDuration,0,0,0,0,0,0,0,0,0,1.591218288744527,1
