ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability,Lines
net.datacrow.console.components.DcMultiLineToolTip.setColumns,0,0,0,0,0,0,0,0,0,0.0,2
net.datacrow.console.windows.settings.SettingsView.setFont,0,0,0,0,0,0,0,0,0,2.3198322203351354,12
net.datacrow.console.components.panels.OnlineServicePanel.getMode,0,0,0,0,0,0,0,0,0,1.8843450003154603,1
net.datacrow.console.windows.onlinesearch.OnlineSearchForm.getView,0,0,0,0,0,0,0,0,0,3.0809838033956596,3
net.datacrow.util.XMLParser.getKeyStroke,0,0,0,0,0,0,0,0,0,2.6266666666666665,3
net.datacrow.synchronizers.Synchronizer.getServer,0,0,0,0,0,0,0,0,0,0.0,1
net.datacrow.console.components.DcShortTextField.setValue,0,0,0,0,0,0,0,0,0,0.0,5
net.datacrow.drivemanager.FileSynchronizer.getModules,0,0,0,0,0,0,0,0,0,0.0,1
net.datacrow.console.components.lists.DcList.setColumnsPerRow,0,0,0,0,0,0,0,0,0,2.0216666666666665,3
net.datacrow.console.components.DcIconSelectField.getPreferredSize,0,0,0,0,0,0,0,0,0,2.602924155480774,1
net.datacrow.core.services.SearchTask.setItemMode,0,0,0,0,0,0,0,0,0,2.46,1
net.datacrow.core.data.DataFilter.setEntries,0,0,0,0,0,0,0,0,0,0.0,1
net.datacrow.core.settings.upgrade.LegacyFieldDefinition.isDescriptive,0,0,0,0,0,0,0,0,0,0.8979998137475832,1
net.datacrow.core.plugin.Plugin.hashCode,0,0,0,0,0,0,0,0,0,2.6210177988838455,4
net.datacrow.util.Converter.databaseValueConverter,0,0,0,0,0,0,0,0,0,1.1,3
net.datacrow.console.wizards.module.DefineFieldDialog.initializeTypes,0,0,0,0,0,0,0,0,0,1.9174653922478022,18
net.datacrow.core.services.OnlineServices.query,0,0,0,0,0,0,0,0,0,2.645,4
net.datacrow.core.db.DatabaseManager.getVersion,0,0,0,0,0,0,0,0,0,1.5,3
net.datacrow.util.movie.FileProperties.getAudioBitRate,0,0,0,0,0,0,0,0,0,2.2990424414221224,1
net.datacrow.console.windows.reporting.CreateReportAction.actionPerformed,0,0,0,0,0,0,0,0,0,0.0,1
net.datacrow.console.wizards.Wizard.isAtTheEnd,0,0,0,0,0,0,0,0,0,1.8199959801923504,1
net.datacrow.console.windows.ItemSynchronizerDialog.isReparseFiles,0,0,0,0,0,0,0,0,0,1.1431569949161133,1
net.datacrow.console.components.DcLookAndFeelSelector.setValue,0,0,0,0,0,0,0,0,0,1.4598331037720507,16
net.datacrow.console.wizards.module.ModuleWizardPanel.getModule,0,0,0,0,0,0,0,0,0,3.728758678159189,1
net.datacrow.console.windows.ItemSynchronizerDialog.enableActions,0,0,0,0,0,0,0,0,0,2.3785821037008503,8
net.datacrow.console.ComponentFactory.getDCTable,0,0,0,0,0,0,0,0,0,1.9614285714285715,1
net.datacrow.core.db.DatabaseManager.executeQuery,0,0,0,0,0,0,0,0,0,1.9251375775415949,4
net.datacrow.console.windows.resourceeditor.LanguageResourcePanel.setActiveTopic,0,0,0,0,0,0,0,0,0,2.366548373713895,9
net.datacrow.console.components.tables.DcTable.addRowToCache,0,0,0,0,0,0,0,0,0,2.1470956526642415,24
net.datacrow.console.components.tables.DcTable.getObjectID,0,0,0,0,0,0,0,0,0,1.31,1
net.datacrow.console.windows.enhancers.TitleRewriterDialog.buildDialog,0,0,0,0,0,0,0,0,0,2.3464362768429234,40
net.datacrow.console.views.View.repaintQuickViewImage,0,0,0,0,0,0,0,0,0,1.935593016483361,2
