ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability,Lines
net.sf.hibernate.odmg.Database.getSessionFactory,0,0,0,0,0,0,0,0,0,3.145433999040862,1
org.hibernate.auction.User.setAuctions,0,0,0,0,0,0,0,0,0,2.215,1
net.sf.hibernate.loader.Loader.advance,0,0,0,0,0,0,0,0,0,1.653,8
net.sf.hibernate.engine.Key.getIdentifier,0,0,0,0,0,0,0,0,0,2.200131647140482,1
net.sf.hibernate.type.CalendarDateType.toString,0,0,0,0,0,0,0,0,0,1.62,1
net.sf.hibernate.dialect.SAPDBDialect.getAddPrimaryKeyConstraintString,0,0,0,0,0,0,0,0,0,3.215,1
org.hibernate.test.ParentChildTest.testCollectionQuery,0,0,0,0,0,0,0,0,0,1.1982067094699322,52
net.sf.hibernate.engine.Versioning.getVersion,0,0,0,0,0,0,0,0,0,0.7,1
org.hibernate.test.Glarch.getImmutable,0,0,0,0,0,0,0,0,0,1.0774609909458088,1
net.sf.hibernate.tool.hbm2ddl.SchemaExport.setOutputFile,0,0,0,0,0,0,0,0,0,3.374484215068042,2
net.sf.hibernate.mapping.Column.setUnique,0,0,0,0,0,0,0,0,0,1.89,1
net.sf.hibernate.mapping.Property.isUpdateable,0,0,0,0,0,0,0,0,0,0.0,1
net.sf.hibernate.type.CustomType.isMutable,0,0,0,0,0,0,0,0,0,2.317860984376434,1
org.hibernate.test.Circular.setClazz,0,0,0,0,0,0,0,0,0,0.0,1
net.sf.hibernate.collection.Set.removeAll,0,0,0,0,0,0,0,0,0,1.1769119946606754,6
org.hibernate.test.A.getId,0,0,0,0,0,0,0,0,0,2.3472658271099935,1
net.sf.hibernate.collection.List.hashCode,0,0,0,0,0,0,0,0,0,2.773048437563612,2
org.hibernate.test.Component.setSubComponent,0,0,0,0,0,0,0,0,0,2.918824370044033,1
org.hibernate.test.C1.setC2s,0,0,0,0,0,0,0,0,0,0.0,1
org.hibernate.test.QueryByExampleTest.deleteData,0,0,0,0,0,0,0,0,0,0.0,3
net.sf.hibernate.hql.FromParser.token,0,0,0,0,0,0,0,0,0,1.3359607637033721,125
org.hibernate.test.S.setCount,0,0,0,0,0,0,0,0,0,3.0,1
net.sf.hibernate.exception.NestableRuntimeException.getMessage,0,0,0,0,0,0,0,0,0,2.555614726223235,8
net.sf.hibernate.collection.PersistentCollection.needsRecreate,0,0,0,0,0,0,0,0,0,0.0,1
net.sf.hibernate.util.BytesHelper.toShort,0,0,0,0,0,0,0,0,0,0.0,1
net.sf.hibernate.lob.ClobImpl.setCharacterStream,0,0,0,0,0,0,0,0,0,0.0,2
net.sf.hibernate.impl.CollectionKey.doSave,0,0,0,0,0,0,0,0,0,2.0941194308993056,23
net.sf.hibernate.type.CharacterType.stringToObject,0,0,0,0,0,0,0,0,0,0.0,3
org.hibernate.test.Po.setValue,0,0,0,0,0,0,0,0,0,1.62,1
net.sf.hibernate.impl.LoadingCollectionEntry.evict,0,0,0,0,0,0,0,0,0,1.6914139341994687,13
net.sf.hibernate.type.ByteType.get,0,0,0,0,0,0,0,0,0,1.75,1
net.sf.hibernate.lob.BlobImpl.setBinaryStream,0,0,0,0,0,0,0,0,0,0.0,2
net.sf.hibernate.persister.AbstractEntityPersister.internalInitSubclassPropertyAliasesMap,0,0,0,0,0,0,0,0,0,1.7548855685323101,15
org.hibernate.test.Bar.setBarComponent,0,0,0,0,0,0,0,0,0,3.855,1
org.hibernate.test.Baz.getStringGlarchMap,0,0,0,0,0,0,0,0,0,2.0937757764276754,1
net.sf.hibernate.jmx.HibernateService.setDatasource,0,0,0,0,0,0,0,0,0,0.0,1
net.sf.hibernate.persister.NormalizedEntityPersister.outerjoin,0,0,0,0,0,0,0,0,0,1.7268640172311711,6
net.sf.hibernate.loader.Loader.getSuffixedPropertyAliases,0,0,0,0,0,0,0,0,0,1.608,4
net.sf.hibernate.type.BlobType.get,0,0,0,0,0,0,0,0,0,1.75,1
net.sf.hibernate.persister.AbstractEntityPersister.hasWhere,0,0,0,0,0,0,0,0,0,1.2120289067529406,1
org.hibernate.test.MasterDetailTest.testExample,0,0,0,0,0,0,0,0,0,0.7965996796929302,24
net.sf.hibernate.impl.BatcherImpl.getFactory,0,0,0,0,0,0,0,0,0,3.248324713018624,1
org.hibernate.test.Baz.getCached,0,0,0,0,0,0,0,0,0,0.0,1
org.hibernate.test.Single.setString,0,0,0,0,0,0,0,0,0,4.76,1
net.sf.hibernate.cache.TreeCache.unlock,0,0,0,0,0,0,0,0,0,3.758494454300304,1
net.sf.hibernate.sql.Update.setTableName,0,0,0,0,0,0,0,0,0,4.2,2
org.hibernate.test.CustomPersister.getIdentifier,0,0,0,0,0,0,0,0,0,3.66,1
net.sf.hibernate.type.ArrayType.instantiate,0,0,0,0,0,0,0,0,0,1.29,1
net.sf.hibernate.collection.AbstractCollectionPersister.writeElement,0,0,0,0,0,0,0,0,0,1.4622942917140374,1
org.hibernate.test.Contained.getLazyBag,0,0,0,0,0,0,0,0,0,2.9488477976406897,1
net.sf.hibernate.impl.CollectionKey.updateUnreachableCollection,0,0,0,0,0,0,0,0,0,2.4156270959524555,12
net.sf.hibernate.mapping.UniqueKey.sqlCreateString,0,0,0,0,0,0,0,0,0,1.2233333333333334,5
net.sf.hibernate.connection.DBCPConnectionProvider.configure,0,0,0,0,0,0,0,0,0,2.136412222232224,29
net.sf.hibernate.collection.Map.getOrphans,0,0,0,0,0,0,0,0,0,3.0906072868069963,1
net.sf.hibernate.mapping.SimpleValue.setTypeByReflection,0,0,0,0,0,0,0,0,0,2.1487246995637754,9
net.sf.hibernate.ScrollMode.readResolve,0,0,0,0,0,0,0,0,0,1.413125017817129,1
org.hibernate.test.C1.setAddress,0,0,0,0,0,0,0,0,0,3.89,1
net.sf.hibernate.cfg.Mappings.getTable,0,0,0,0,0,0,0,0,0,3.0269471776951544,1
org.hibernate.test.SQLFunctionsTest.testCachedQueryRegion,0,0,0,0,0,0,0,0,0,0.3632644583139608,42
org.hibernate.test.FumCompositeID.hashCode,0,0,0,0,0,0,0,0,0,4.741433136795219,1
net.sf.hibernate.tool.hbm2ddl.TableMetadata.initIndexes,0,0,0,0,0,0,0,0,0,1.1724283745894553,16
net.sf.hibernate.type.ComponentType.copy,0,0,0,0,0,0,0,0,0,2.3783394083951563,6
net.sf.hibernate.type.PersistentCollectionType.getElementsIterator,0,0,0,0,0,0,0,0,0,4.04,1
org.hibernate.test.Struct.setFoo,0,0,0,0,0,0,0,0,0,0.0,1
net.sf.hibernate.mapping.RootClass.isMutable,0,0,0,0,0,0,0,0,0,1.798458500808596,1
