ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability
net.sf.jasperreports.engine.export.BoxStyle.computeHash,0,0,0,0,0,0,0,0,0,2.42150988005773
net.sf.jasperreports.engine.fill.JRIntegerDistinctCountIncrementer.combine,0,0,0,0,0,0,0,0,0,2.67125
net.sf.jasperreports.engine.export.JExcelApiExporter.exportRectangle,0,0,0,0,0,0,0,0,0,2.6600761139970133
net.sf.jasperreports.engine.fill.JRHorizontalFiller.setNewGroupInBands,0,0,0,0,0,0,0,0,0,2.06
net.sf.jasperreports.engine.design.JRDesignTextField.setHyperlinkType,0,0,0,0,0,0,0,0,0,3.665
net.sf.jasperreports.engine.base.JRIdHolderTemplateElement.readObject,0,0,0,0,0,0,0,0,0,3.1420000000000003
net.sf.jasperreports.engine.base.JRBaseReport.getBackground,0,0,0,0,0,0,0,0,0,2.0092468859826527
net.sf.jasperreports.engine.fill.JRVerticalFiller.JRVerticalFiller,0,0,0,0,0,0,0,0,0,2.703299666691367
net.sf.jasperreports.engine.fill.JRFillElementContainer.initFill,0,0,0,0,0,0,0,0,0,1.5445240524182842
net.sf.jasperreports.olap.xmla.JRXmlaQueryExecuter.createSOAPConnection,0,0,0,0,0,0,0,0,0,2.5170964173953516
net.sf.jasperreports.charts.base.JRBaseTimeSeriesPlot.getValueAxisTickLabelFont,0,0,0,0,0,0,0,0,0,2.531658657318597
net.sf.jasperreports.engine.export.JRRtfExporter.exportPage,0,0,0,0,0,0,0,0,0,3.859768975120217
net.sf.jasperreports.charts.fill.JRFillLinePlot.getCategoryAxisLabelFont,0,0,0,0,0,0,0,0,0,2.983712537619595
net.sf.jasperreports.engine.fill.JRFillChart.configureAxis,0,0,0,0,0,0,0,0,0,3.057507586081764
net.sf.jasperreports.engine.design.JRVerifier.verifyCrosstab,0,0,0,0,0,0,0,0,0,0.713125
net.sf.jasperreports.engine.base.JRBasePrintText.setLeftBorder,0,0,0,0,0,0,0,0,0,3.569340059432188
net.sf.jasperreports.engine.base.JRBaseFrame.getLineBox,0,0,0,0,0,0,0,0,0,3.6213480296331184
net.sf.jasperreports.charts.fill.JRFillHighLowPlot.getOwnValueAxisLineColor,0,0,0,0,0,0,0,0,0,2.2581387503989037
net.sf.jasperreports.engine.export.TextAlignHolder.exportRectangle,0,0,0,0,0,0,0,0,0,3.36625
net.sf.jasperreports.engine.fill.JRFillVariable.getResetType,0,0,0,0,0,0,0,0,0,3.327455572865622
net.sf.jasperreports.engine.base.JRBaseDataset.getName,0,0,0,0,0,0,0,0,0,2.574788262240052
net.sf.jasperreports.engine.design.JasperDesign.setColumnSpacing,0,0,0,0,0,0,0,0,0,2.577739227989509
net.sf.jasperreports.engine.base.JRBasePrintText.setPdfEncoding,0,0,0,0,0,0,0,0,0,0.0
net.sf.jasperreports.engine.base.JRBasePrintRectangle.JRBasePrintRectangle,0,0,0,0,0,0,0,0,0,2.8166666666666664
net.sf.jasperreports.crosstabs.design.JRDesignCrosstabColumnGroup.setHeight,0,0,0,0,0,0,0,0,0,3.2248482817464144
net.sf.jasperreports.engine.fill.JRThreadSubreportRunnerFactory.createSubreportRunner,0,0,0,0,0,0,0,0,0,1.56
