ClassAndMethodname,BAD_PRACTICE,I18N,PERFORMANCE,MALICIOUS_CODE,STYLE,MT_CORRECTNESS,CORRECTNESS,EXPERIMENTAL,SECURITY,Readability
com.aelitis.azureus.ui.swt.devices.add.DeviceTemplateChooser.skinDialogClosed,0,0,0,0,0,0,0,0,0,1.9207112976889362
com.aelitis.azureus.core.peermanager.PeerManager.matches,0,0,0,0,0,0,0,0,0,2.0546245172719795
com.aelitis.azureus.core.networkmanager.impl.RawMessageImpl.setNoDelay,0,0,0,0,0,0,0,0,0,1.807423068181922
com.aelitis.azureus.core.networkmanager.impl.http.HTTPMessageDecoder.destroy,0,0,0,0,0,0,0,0,0,0.16844025288018005
com.aelitis.azureus.core.devices.impl.DeviceInternetGatewayImpl.updateFrom,0,0,0,0,1,0,0,0,0,2.1392060617896087
com.aelitis.azureus.core.peermanager.piecepicker.impl.PEPeerManagerListenerImpl.peerSentBadData,0,0,0,0,0,0,0,0,0,3.8966666666666665
com.aelitis.azureus.core.devices.impl.TranscodeFileImpl.isTemplate,0,0,0,0,0,0,0,0,0,1.2948742045062087
com.aelitis.azureus.core.tag.impl.TagBase.encodeRGB,0,0,0,0,0,0,0,0,0,0.0
com.aelitis.azureus.core.security.impl.CryptoHandlerECC.getMyPublicKey,0,0,0,0,0,0,0,0,0,1.761190515748878
com.aelitis.azureus.core.dht.transport.udp.impl.DHTTransportUDPImpl.getGenericFlags,0,0,0,0,0,0,0,0,0,0.7917496618798829
com.aelitis.azureus.core.networkmanager.impl.udp.ProtocolEndpointUDP.getConnectionEndpoint,0,0,0,0,0,0,0,0,0,0.0
com.aelitis.azureus.core.util.CopyOnWriteList.add,0,0,0,0,0,0,0,0,0,2.158501168018529
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl.setMinWidth,0,0,0,0,0,0,0,0,0,0.7506601909537054
com.aelitis.azureus.plugins.net.buddy.swt.BuddyPluginViewBetaChat.menuShown,0,0,0,0,0,0,0,0,0,1.7569878121789828
